,Unnamed: 0,Unnamed: 0.1,mid,name,sex,level,has_fans_badge,title,has_live_room,zone,following,follower,follower_mid_list
92,92,2403047,2403047,嘟督不噶油,保密,6,True,bilibili 2019百大UP主、 知名UP主,1,"{'动画': 3, '鬼畜': 1, '生活': 18, '影视': 3, '美食': 1, '音乐': 5, '游戏': 308}",159,2811685,"[394609671, 24801003, 5870268, 35359510, 448039667, 521249172, 7788379, 2142762, 9303228, 4408538, 14804670, 37663924, 7487399, 43536, 320491072, 452309333, 517327498, 480366389, 470156882, 472747194, 1577804, 3345720, 125526, 262453663, 280793434, 176037767, 14583962, 269319344, 5293668, 17171565, 515993, 321173469, 21778636, 37090048, 27218150, 9458053, 11278782, 3380239, 7584632, 946974, 270105105, 8047632, 14781644, 196356191, 7792521, 8034163, 32786875, 250858633, 290526283, 94114029, 2306780, 2177677, 10942427, 208259, 4856007, 123938419, 7980111, 34858100, 20503549, 19456751, 2884629]"
93,93,8366990,8366990,-欣小萌-,女,6,True,bilibili 2019百大UP主、知名UP主,1,"{'动画': 1, '舞蹈': 95, '时尚': 1, '生活': 53, '影视': 1, '数码': 1, '音乐': 3, '知识': 2, '游戏': 5}",297,2826816,"[2200736, 11073, 63231, 122879, 282994, 433351, 466272, 546195, 585267, 777536, 1420982, 2206456, 2920960, 3353026, 3766866, 4474705, 5294454, 7552204, 9824766, 10874201, 14110780, 16794231, 17819768, 19642758, 21837784, 25150941, 25422790, 26139491, 29329085, 38351330, 43222001, 51896064, 72270557, 79061224, 99157282, 113362335, 163637592, 250111460, 254463269, 258150656, 279583114, 279991456, 285499073, 345630501, 353539995, 369750017, 378885845, 436473455, 519872016, 590490400, 3046429, 415479453, 79577853, 37663924, 596324576, 94281836, 452309333, 1958342, 39627524, 648113003, 23604445, 454719565, 730732, 59905809, 414641554, 27756469, 295723, 8047632, 23400436, 632887, 16720403, 604003146, 1754707, 316381099, 55723103, 168598, 406745134, 9617619, 326246517, 34189415, 19577966, 1893045, 6272357, 337521240, 7788379, 383578614, 17171565, 470156882, 19071708, 125526, 3957971, 116683, 11870568, 483879799, 320491072, 403748305, 37199377, 306895558, 402923390, 2378908, 1531707, 375375, 174501086, 562197, 386043247, 397076059, 52250, 517327498, 3066511, 416128940, 119801456, 6534506, 203708804, 472747194, 6154152, 147166910, 3433092, 423442, 18202105, 14583962, 3404595, 14254182, 7792521, 1526101, 1962633, 450595813, 16853896, 297242063, 36825256, 5970160, 1918296, 168064909, 18020792, 13354765, 176037767, 208259, 7487399, 808171, 900171, 241832237, 25356402, 16539048, 4408538, 21876627, 25782796, 32786875, 39847479, 196356191, 1565155, 280793434, 92568184, 521444, 378034, 26321887, 15385187, 927587, 1577804, 2374194, 17546432, 24314825, 6171645, 423895, 8034163, 515993, 5293668, 284120, 1950209, 37946996, 257975429]"
94,94,19642758,19642758,力元君,男,6,True,bilibili 2019百大UP主、2019年度原创栏目奖UP主,1,"{'动画': 3, '舞蹈': 2, '时尚': 2, '生活': 247, '数码': 2, '美食': 16, '音乐': 4, '知识': 1, '游戏': 58, '娱乐': 2}",339,2764682,"[197098, 22298920, 178029850, 438880209, 389088, 598464467, 13118294, 81824112, 250111460, 25150941, 254463269, 3066511, 355596637, 12807175, 1526101, 107130503, 275981, 163637592, 306895558, 2206456, 353539995, 37663924, 17409016, 470156882, 326246517, 7788379, 286631646, 26139491, 383444910, 265059948, 8366990, 900171, 474853499, 6574487, 66606350, 35359510, 1962633, 22141287, 16853896, 125526, 208259, 946974, 305642157, 5771902, 337521240, 406745134, 4408538, 436473455, 562197, 257975429, 203708804, 66391032, 9617619, 26240675, 203337614, 147166910, 4029133, 4223935, 391679, 52250, 437316738, 295723, 1848018, 4578433, 168598, 5970160, 9824766, 285499073, 1577804, 235555226, 32820037, 26366366, 416128940, 7552204, 185546, 82385070, 808171, 546195, 3380239, 20951119, 9008159, 196356191, 32660634, 17858942, 8047632, 15773384, 2378908, 466272, 280793434, 13354765, 294081438, 3957971, 1605721, 250858633, 104207471, 30625977, 11870568]"
95,95,27534330,27534330,崩坏3第一偶像爱酱,女,6,True,崩坏3手游,1,"{'动画': 18, '国创': 26, '音乐': 6, '游戏': 187}",11,2741453,"[9617619, 11073, 401742377]"
96,96,98627270,98627270,哔哩哔哩国创,保密,6,True,哔哩哔哩国创区官方账号,1,"{'动画': 1, '舞蹈': 1, '番剧': 1, '生活': 1, '国创': 1113, '音乐': 2}",197,2741023,"[927587, 730732, 14082, 346059, 216025, 79061224, 63231, 299732210, 33253839, 32708543, 321173469, 32708587, 732364, 80304, 8580411, 5632230, 16484, 14110780, 1351379, 378885845, 928123, 614735, 20165629, 26366366, 7584632, 268990278, 208259, 1328260, 9617619, 2306780, 5293668, 15773384, 14328316, 235555226, 4856007, 883968, 8047632]"
97,97,391679,391679,A路人,保密,6,True,bilibili 2018百大UP主、知名UP主,1,"{'动画': 4, '鬼畜': 25, '舞蹈': 2, '时尚': 1, '生活': 17, '影视': 1, '美食': 3, '音乐': 74, '知识': 62, '游戏': 23}",18,2725329,"[137952, 375375, 808171, 322892, 2378908]"
98,98,282994,282994,泠鸢yousa,女,6,True,bilibili 2019百大UP主、直播签约主播,1,"{'动画': 4, '生活': 7, '音乐': 184, '知识': 1, '游戏': 2}",172,2738199,"[489412051, 454719565, 26798384, 37199377, 403748305, 401742377, 300159010, 7788379, 7487399, 5055, 14804670, 290548469, 2689967, 72270557, 37090048, 403943112, 37663924, 315898473, 486633990, 290526283, 254726274, 456664753, 26366366, 946974, 75912367, 430926487, 436473455, 402923390, 1328260, 54992199, 6739643, 406472610, 347667464, 7584632, 26023642, 16419172, 12820125, 385474, 10119428, 339233162, 203337614, 455876411, 216025, 32050054, 138832847, 96852523, 4249401, 423442, 12855005, 1532165, 684169, 7596516, 18030567, 346059, 2103351, 11073, 250858633, 196356191, 176037767, 122879, 137952, 63231, 284120, 1791101, 16307541, 1885078, 12444306, 168598, 374377, 777536, 1467772, 883968, 2019740, 2728123, 585267]"
99,99,1328260,1328260,哔哩哔哩游戏中心,保密,6,True,哔哩哔哩游戏中心官方账号,1,"{'动画': 1, '鬼畜': 1, '舞蹈': 1, '番剧': 17, '生活': 21, '影视': 9, '美食': 4, '音乐': 8, '知识': 1, '游戏': 1112}",398,2684550,"[164627, 216025, 271442527, 50329220, 353840826, 326968804, 168598, 489412051, 545424466, 43310262, 321173469, 361471422, 303469491, 401742377, 423895, 42619059, 3295, 397540531, 617285, 63231, 403748305, 250475408, 430669728, 407045223, 1526101, 106685726, 282994, 402923390, 382651856, 562197, 67141, 928123, 332704117, 399918500, 50329118, 178778949, 339800866, 20165629]"
100,100,1643718,1643718,山下智博,男,6,True,bilibili 2019百大UP主,1,"{'舞蹈': 1, '时尚': 1, '生活': 1074, '纪录片': 29, '影视': 12, '美食': 26, '音乐': 8, '知识': 27, '游戏': 36, '娱乐': 4}",74,2671304,"[116683, 8366990, 486287787, 119801456, 2306780, 402923390, 5970160, 3379951, 280793434, 591856754, 250858633, 18202105, 15834498, 507521207, 466272, 163637592, 254726274, 2948981, 393166851, 295723, 7552204, 6574487, 51766, 161419374, 4474705, 32820037, 176037767, 391679, 168598, 1526101, 1885078, 30643878, 521444, 11073, 562197, 777536, 122879, 883968, 374377, 748709]"
101,101,436473455,436473455,冯提莫,保密,6,True,歌手、bilibili 直播签约主播,1,"{'舞蹈': 2, '时尚': 3, '生活': 14, '美食': 4, '音乐': 51, '游戏': 1, '娱乐': 3}",55,2684497,"[282994, 9617619, 116683, 6574487, 137952, 437316738, 4223935, 14946689, 4162287, 280793434, 34646754, 391679, 8047632, 2920960, 8366990, 196356191, 9824766, 75547577, 26240675, 35359510, 1526101, 4578433, 295711424, 1774758, 7375428, 1871001, 110631, 164627, 50621949, 208259]"
102,102,51896064,51896064,罗汉解说,保密,6,True,bilibili 2019百大UP主、知名UP主,1,"{'鬼畜': 5, '生活': 8, '游戏': 56}",117,2669734,"[40966108, 90361813, 37663924, 18202105, 627888730, 5294454, 719238, 314791153, 79061224, 10558098, 10897973, 10874201, 410964, 684169, 641975239, 677063300, 1577804, 398510, 808171, 177613639, 546195, 9617619, 12761764, 7714, 5970160, 99157282, 8047632, 3066511, 517327498, 14110780, 4050333, 12816241, 7792521, 7788379, 3353026, 3766866, 1328260, 36825256, 16853896, 72270557, 1918296, 375375, 423895, 280793434, 283538, 47291, 235630215, 37199377, 7980111, 10462362, 23604445, 295711424, 30643878, 16794231, 145149047, 9824766, 11336264, 3380239, 437316738, 38351330, 196356191, 883968, 35359510, 37961599, 235555226, 129240403, 123938419, 122879, 634131]"
103,103,52250,52250,视角姬,男,6,True,bilibili 知名UP主、直播签约主播,1,"{'动画': 6, '鬼畜': 3, '舞蹈': 1, '时尚': 1, '生活': 118, '美食': 8, '知识': 1, '游戏': 105}",158,2643024,"[326246517, 470156882, 25876945, 25150941, 2306780, 163637592, 730732, 122879, 1962633, 2206456, 119801456, 13354765, 7349, 3957971, 279583114, 8366990, 5970160, 269558, 632887, 900171, 7552204, 137952, 2689967, 401742377, 37663924, 2200736, 295723, 51766, 285499073, 295711424, 562197, 258150656, 4408538, 1526101, 2378908, 125526, 185546, 216025, 7714, 617285, 398510, 19642758, 24738601, 8047632, 546195, 50063223, 16539048, 1565155, 287795639, 63231, 946974, 43536, 927687, 97177641, 14110780, 233114659, 25910292, 208259, 927587, 7487399, 7458285, 8482768, 12434430, 39101587, 367877, 11336264, 168598, 20163112, 2929048, 808171, 6075139, 893053, 10462362, 777536, 1328260, 2029306, 8580411, 324879, 2, 3766866, 433351]"
104,104,730732,730732,瓶子君152,男,6,True,bilibili 2018百大UP主、知名UP主,1,"{'动画': 131, '生活': 8, '国创': 2, '影视': 1, '音乐': 6, '知识': 2, '游戏': 28}",105,2618279,"[4370617, 1958342, 489412051, 198297, 29440965, 648113003, 42561463, 1351379, 50329220, 14110780, 448039667, 642389251, 8730238, 641975239, 163637592, 137952, 246370149, 208259, 10040906, 617285, 16419172, 174501086, 519872016, 145149047, 16794231, 53456, 517327498, 1754707, 433351, 43536, 282994, 2989565, 280793434, 4128618, 50333369, 10558098, 178778949, 50329118, 8047632, 63231, 12434430, 33683045, 748709, 216025, 7596516, 11073]"
105,105,322892,322892,痒局长,保密,6,True,bilibili 2019百大UP主、直播签约主播,1,"{'鬼畜': 133, '舞蹈': 1, '时尚': 1, '生活': 25, '数码': 8, '美食': 2, '音乐': 16, '知识': 1, '游戏': 242}",43,2594302,"[43222001, 1871001, 2920960, 9617619, 2108856, 4578433, 13705279, 391679, 34646754, 50621949, 306895558, 35359510, 7450650, 37946996, 174501086, 7552204, 808171, 423895, 234256, 466272, 419220, 183430, 67141, 4162287, 43536, 168598, 7487399, 1643718, 7349, 2460656, 423442, 486183, 375375, 1951038, 282994, 122879]"
106,106,5294454,5294454,逗比的雀巢,男,6,True,bilibili 知名游戏UP主,1,"{'动画': 16, '舞蹈': 1, '生活': 11, '游戏': 57}",140,2604089,"[927587, 1848018, 10897973, 946974, 27218150, 51896064, 10119428, 295711424, 617285, 686127, 122879, 383578614, 434378423, 5970160, 3353026, 163637592, 378034, 521444, 8366990, 11616487, 38053181, 13118294, 2306780, 488836173, 306895558, 470156882, 389088, 37663924, 7487399, 16484, 515993, 546195, 777536, 10558098, 154021609, 285499073, 466272, 53456, 21330948, 16794231, 357229416, 436473455, 2920960, 14110780, 406745134, 397540531, 25876945, 37199377, 37291782, 15324420, 8883446, 13705279, 50333369, 72270557, 1605721, 116683, 562197, 808171, 2522486, 324879, 5581898]"
107,107,27218150,27218150,刘哔电影,男,6,True,bilibili 2018百大UP主、 知名影视UP主,1,"{'动画': 29, '生活': 15, '国创': 2, '影视': 422, '知识': 1, '游戏': 6, '娱乐': 12}",385,2564524,"[5870268, 102999485, 677865752, 11100920, 777536, 14946689, 12816241, 587618113, 300159010, 4370617, 71302461, 17819768, 12820125, 2200736, 1393437, 20530305, 81824112, 9617619, 25876945, 79577853, 598464467, 5294454, 37291782, 17171565, 7788379, 58852835, 429132321, 430926487, 641975239, 39922227, 18020792, 627888730, 240769971, 36267054, 642389251, 5970160, 2142762, 246370149, 946974, 163637592, 11139681, 254463269, 19319172, 18706318, 27756469, 37663924, 129240403, 2435767, 632887, 2539073, 11733609, 521249172, 24801003, 434376696, 3743849, 456404164, 9303228, 2678945, 385805493, 303864990, 10330740, 15262818, 519872016, 3386870, 94114029, 75547577, 10345615]"
108,108,8578857,8578857,谷阿莫,男,6,True,bilibili 知名UP主,1,"{'动画': 10, '生活': 189, '国创': 2, '影视': 984, '数码': 8, '美食': 6, '音乐': 6, '游戏': 29, '娱乐': 1}",108,2511569,[1577804]
109,109,928123,928123,哔哩哔哩番剧,保密,6,False,哔哩哔哩番剧区官方账号,1,"{'动画': 13, '番剧': 12129, '时尚': 3, '生活': 1, '国创': 185, '音乐': 5, '游戏': 1}",35,2540588,"[32708587, 1328260, 2306780, 9617619, 235555226, 32660634, 7584632, 321173469, 15773384, 8047632, 98627270, 26366366, 4856007, 174501086, 37090048]"
110,110,35359510,35359510,远古时代装机猿,男,6,True,bilibili 2019百大UP主、知名UP主,1,"{'鬼畜': 2, '舞蹈': 1, '生活': 21, '纪录片': 1, '数码': 538, '美食': 1, '音乐': 1, '知识': 21, '游戏': 3}",93,2531817,"[9617619, 385805493, 2403047, 7375428, 410964, 322892, 63231, 337521240, 37663924, 11336264, 254726274, 206840230, 29329085, 10119428, 54992199, 10330740, 147166910, 285499073, 46708782, 125526, 19642758, 290548469, 8047632, 235555226, 4578433, 7552204, 946974, 14254182, 208259, 436473455, 326246517, 107486042, 14506388, 94281836, 17171565, 20615621, 7788379, 26240675, 17819768, 4408538, 39847479, 437316738, 24738601, 5970160, 617285, 250111460, 3766866, 51896064, 37090048, 50063223, 3682229, 79061224, 223146252, 294081438, 21837784, 203337614, 58852835]"
111,111,265059948,265059948,温柔JUNZ,保密,6,True,bilibili 2019百大UP主、专栏优质UP主,1,"{'生活': 16, '影视': 1, '知识': 16}",223,2483683,"[26321770, 294081438, 271442527, 290548469, 8969156, 125526, 8482768, 25910292, 176037767, 438880209, 410964, 7788379, 7458285, 119801456, 253350665, 11336264, 908383, 99157282, 641975239, 35359510, 646730844, 483162496, 37663924, 596324576, 9008159, 517327498, 345630501, 3766866, 19642758, 145149047, 437316738, 423442, 4408538, 748709, 2206456, 419220, 14583962, 51896064, 2, 26240675, 466272, 234256, 489412051, 3379951, 163637592, 429132321, 386043247, 1958342, 546195, 585267, 235555226, 168598, 423895, 9824766, 3380239, 43310262, 43536, 208259, 407045223, 287795639, 37090048, 26366366, 174501086, 9458053, 32660634, 4162287, 122879, 433351, 562197, 17819768, 883968, 8047632]"
112,112,686127,686127,籽岷,男,6,True,bilibili 知名游戏UP主,1,"{'动画': 4, '鬼畜': 1, '生活': 45, '纪录片': 3, '影视': 3, '数码': 9, '知识': 23, '游戏': 3925}",139,2471799,"[34646754, 90361813, 389088, 37090048, 10558098, 5294454, 26240675, 1848018, 11139681, 642389251, 243681035, 9008159, 28053896, 927687, 8784855, 407045223, 2006034, 1837617, 13337125, 860464, 1691347]"
113,113,11073,11073,hanser,女,6,True,bilibili 2018百大UP主、知名UP主,1,"{'动画': 19, '时尚': 1, '生活': 13, '美食': 4, '音乐': 169, '游戏': 6}",36,2404689,"[11253297, 3046429, 168598, 12807175, 29329085, 386900246, 27534330, 1467772, 684169, 17409016, 316381099, 2103351, 423442, 5055, 284120, 282994]"
114,114,423895,423895,怕上火暴王老菊,保密,6,True,bilibili 2019百大UP主、知名UP主,1,"{'鬼畜': 1, '时尚': 3, '生活': 4, '美食': 4, '音乐': 2, '知识': 1, '游戏': 607}",91,2375042,"[9617619, 1724598, 648113003, 33683045, 216156027, 383578614, 382193067, 777536, 6739643, 322892, 11061327, 433351, 10462362, 223146252, 290526283, 30643878, 275981, 389088, 684169, 2019740, 546195, 168598, 375375, 374377, 43536]"
115,115,67141499,67141499,大漠叔叔,男,6,True,Vlog领域优质UP主，大漠叔叔官方账号,1,"{'生活': 245, '纪录片': 20, '影视': 4, '美食': 35, '知识': 6}",44,2351854,"[8047632, 353539995, 9617619, 15773384, 456664753, 250858633, 81824112, 280793434, 208259, 414641554, 235555226, 9824766, 15960317, 437316738, 33683045, 374716732, 37090048, 946974, 20165629]"
116,116,13118294,13118294,超级神奇的木偶,男,6,True,bilibili 知名游戏UP主,1,"{'美食': 1, '游戏': 30}",242,2338668,"[617285, 433351, 16484, 10558098, 562197, 946974, 748709, 19286458, 6926237, 90361813, 3760773, 163637592, 2206456, 3046429, 23604445, 19319172, 454719565, 129240403, 99157282, 605544858, 1848018, 66391032, 174070934, 416523954, 285499073, 4578433, 9617619, 19642758, 81824112, 406745134, 37291782, 10119428, 642389251, 596324576, 37946996, 519253600, 122879, 5294454, 13279707, 102984190, 10874201, 486633990, 3353026, 57863910, 137952, 5374954, 103073257, 113362335, 2200736, 808171, 96070394, 75547577, 299609985, 353539995, 3433092, 37090048, 390079112, 279991456, 235555226, 4408538, 777536, 2403047, 32365949, 168598, 295723, 208259, 6574487, 605205509, 12761764, 178029850, 42619059, 35562588, 176037767, 140458333, 120586, 5970160, 16794231, 92568184, 357229416, 79577853, 587618113, 437316738, 196356191, 270355850, 520155988, 37663924, 270105105, 1543732, 28053896, 466272, 719238, 7552204, 546195, 512574759, 517327498, 491593210, 20990353, 20259914, 152389373, 2006034, 1958342, 4059920, 103416759, 37199377, 1837617, 397540531, 70666, 9824766, 13354765, 15634833, 322892, 145149047, 14110780, 730732, 1577804, 5581898, 1565155]"
117,117,416128940,416128940,在下哲别,保密,6,True,bilibili 2019年度新人奖UP主、2019年度原创栏目奖UP主,1,"{'生活': 105, '音乐': 1, '游戏': 4, '娱乐': 1}",99,2349845,"[632887, 5374954, 81824112, 63231, 9617619, 627888730, 254463269, 122879, 423895, 2200736, 1848018, 7655977, 466272, 406745134, 1962633, 353539995, 37663924, 306895558, 52250, 178029850, 295723, 16539048, 26240675, 13354765, 719238, 322892, 8366990, 113362335, 2206456, 562197, 5970160, 3957971, 946974, 208259, 483879799, 295711424, 38351330, 26139491, 7956629, 147166910, 163637592, 808171, 2920960, 321173469, 43976732, 4223935, 9824766, 414641554, 4408538, 235555226, 21837784, 196356191, 390461123, 32786875, 10040906, 41273726, 777536, 546195, 1577804, 391679, 20951119, 280793434, 37291782, 337521240, 279583114, 37090048, 92568184, 285499073, 7552204, 19642758]"
118,118,455876411,455876411,TheRock_Johnson,保密,6,False,好莱坞知名演员道恩-强森(巨石强森),0,"{'生活': 3, '影视': 2, '音乐': 1, '娱乐': 17}",7,2320955,"[19577966, 1532165, 546195, 37090048, 235555226]"
119,119,26366366,26366366,哔哩哔哩活动,保密,6,False,哔哩哔哩活动相关官方账号,1,"{'动画': 13, '鬼畜': 1, '生活': 14, '国创': 3, '影视': 1, '音乐': 1}",64,2307076,"[32660634, 9617619, 20165629, 32708543, 50329118, 178778949, 328303954, 235555226, 233108841, 4856007, 928123, 7584632, 174501086, 1328260, 15773384, 32708587, 208259, 2, 98627270, 2306780, 37090048, 8047632]"
120,120,279583114,279583114,老坛胡说,保密,6,True,bilibili 2019百大UP主、2019年度原创栏目奖UP主,1,"{'生活': 110, '美食': 74, '音乐': 12, '游戏': 3, '娱乐': 1}",217,2327533,"[347667464, 627888730, 514019783, 5870268, 290526283, 473837611, 81824112, 684169, 9617619, 254463269, 1420982, 381435385, 677865752, 12807175, 337521240, 1532165, 67141499, 282994, 12444306, 646730844, 37663924, 26321887, 3066511, 517327498, 345630501, 3433092, 353539995, 406745134, 306895558, 42619059, 515015078, 808171, 474390659, 596324576, 590490400, 269558, 52250, 283753310, 383444910, 4578433, 4408538, 30625977, 99157282, 632887, 18202105, 26240675, 24314825, 283538, 472747194, 14110780, 72270557, 946974, 6574487, 305642157, 436473455, 176037767, 94114029, 8366990, 208259, 5970160, 437316738, 2689967, 2378908, 900171, 562197, 414641554, 295723, 25782796, 62540916, 2920960, 116683, 168598, 28642491, 2206456, 147166910, 391679, 4474705, 227107602, 19577966, 4223935, 30643878, 161419374, 163637592, 7788379, 17409016, 297242063, 16853896, 29329085, 455876411, 384212323, 22141287, 20165629, 196356191, 7552204, 390461123, 9824766, 1885078, 466272, 113362335, 285499073, 185546, 1848018, 1577804, 41273726, 26139491, 7956629, 1565155, 20951119, 777536, 546195, 280793434, 250858633, 416128940, 92568184, 13354765, 7817472, 43976732, 11870568, 19642758]"
121,121,43536,43536,黑桐谷歌,保密,6,True,bilibili 2019百大UP主、直播签约主播,1,"{'生活': 7, '数码': 2, '游戏': 1078}",195,2306504,"[254463269, 14110780, 25876945, 69307, 2743119, 246370149, 9617619, 365135915, 2403047, 7349, 585267, 3380239, 102999485, 433351, 259333, 257975429, 8366990, 730732, 402923390, 455876411, 2206456, 562197, 419220, 394067394, 1565155, 9008159, 16539048, 37090048, 20530305, 38294246, 3295, 30643878, 32820037, 271442527, 927587, 8047632, 9458053, 208259, 52250, 2306780, 6997378, 295723, 234256, 808171, 391679, 486183, 322892, 3334179, 235555226, 4162287, 13705279, 67141, 374377, 748709, 423895, 546195, 116683, 234782, 2]"
122,122,353840826,353840826,公主连结ReDive,保密,6,True,公主连结ReDive手游官方账号,1,"{'音乐': 1, '游戏': 110}",3,2303616,"[9617619, 8047632]"
123,123,90361813,90361813,三十六贱笑,男,6,True,bilibili 知名UP主,1,"{'动画': 83, '生活': 7, '游戏': 7}",760,2351003,"[13118294, 596324576, 946974, 16539048, 900171, 632887, 5374954, 6875363, 515015078, 29329085, 11139681, 208259, 2223018, 532741557, 216156027, 383444910, 4029133, 474853499, 402923390, 2306780, 7788379, 9617619, 515993, 406517693, 23604445, 518876755, 641591444, 12761764, 14804670, 470156882, 29296192, 321422126, 4408538, 1605721, 450595813, 67141, 627888730, 7655977, 279583114, 99157282, 68412710, 42619059, 719238, 9008159, 430926487, 3211302, 174501086, 677865752, 265578856, 7552204, 39915398, 390461123, 481393564, 178029850, 37663924, 18202105, 305642157, 641975239, 448039667, 18706318, 306895558, 5970160, 285499073, 14946689]"
124,124,295723,295723,★⑥檤轮囬★,保密,6,True,bilibili 2018百大UP主、知名UP主,1,"{'动画': 207, '舞蹈': 7, '时尚': 1, '生活': 124, '国创': 13, '影视': 77, '美食': 9, '音乐': 20, '知识': 1, '游戏': 84, '娱乐': 2}",47,2312678,"[9617619, 337521240, 3957971, 285499073, 7788379, 168598, 310702549, 9008159, 632887, 2200736, 16539048, 416128940, 13354765, 9824766, 7552204, 5970160, 122879, 1643718, 486183, 52250, 279583114, 1526101, 1577804, 1962633, 2689967, 900171, 562197, 808171, 4408538, 269558, 4578433, 2206456, 2378908, 19642758]"
125,125,10462362,10462362,天天卡牌,男,6,True,bilibili 2019百大UP主、知名游戏UP主,1,"{'鬼畜': 5, '生活': 5, '美食': 1, '音乐': 4, '游戏': 896}",155,2288378,"[310702549, 163637592, 646730844, 10330740, 39627524, 12820125, 37663924, 95304526, 546195, 254726274, 253350665, 517327498, 2733216, 10040906, 1958342, 72270557, 486287787, 14506388, 1393437, 437316738, 37961599, 946974, 51896064, 15324420, 617285, 2929048, 7487399, 3379951, 390461123, 1893045, 295711424, 99157282, 250858633, 29440965, 423895, 3682229, 49494871, 279991456, 6075139, 32365949, 328303954, 11336264, 20990353, 3766866, 43536, 3211302, 808171, 14110780, 3380239, 123938419, 927587, 16794231, 122879, 1565155, 893053, 18030567, 7349, 137952, 777536, 216025]"
126,126,178778949,178778949,英雄联盟,女,6,True,英雄联盟官方账号,1,"{'动画': 1, '鬼畜': 8, '舞蹈': 6, '生活': 8, '纪录片': 1, '音乐': 1, '游戏': 2684, '娱乐': 2}",228,2289361,"[21876627, 1724598, 51896064, 28330240, 53456, 591856754, 10330740, 946974, 39922227, 37663924, 4379633, 483879799, 320491072, 59905809, 16419172, 1774758, 42619059, 14946689, 3353026, 1885078, 466272, 58852835, 437316738, 3345720, 208259, 168598, 235555226, 546195, 423895, 32708543, 25503580, 888465, 37090048, 2733216, 279991456, 47291, 8047632, 26366366, 122879, 37946996, 235630215, 257851644, 268104, 4162287, 110631, 299609985, 11253297, 1565155, 125526, 16794231, 50329118, 16836724, 36882906, 244144308, 20165629]"
127,127,6926237,6926237,YouTube听力精选,男,6,True,bilibili 知名UP主,1,"{'动画': 2, '时尚': 1, '生活': 130, '影视': 13, '知识': 167, '娱乐': 66}",23,2251555,"[63231, 4856007, 235555226, 321173469, 250858633, 37090048, 15773384]"
128,128,4856007,4856007,迷影社,保密,6,False,放映厅迷影社账号,1,"{'动画': 1, '电视剧': 5808, '舞蹈': 1, '影视': 1046, '音乐': 6, '娱乐': 17}",46,2235009,"[208259, 32708587, 26366366, 235555226, 174501086, 928123, 37090048, 7584632, 32708543, 9617619, 1328260, 98627270, 8047632, 15773384, 32660634]"
129,129,3380239,3380239,神奇的老皮VFX,男,6,True, bilibili 2019百大UP主、知名UP主,1,"{'动画': 15, '生活': 48, '知识': 1, '游戏': 47}",152,2209277,"[900171, 258150656, 321422126, 401742377, 14506388, 10330740, 3211302, 526559715, 54992199, 472747194, 4162287, 27534330, 452309333, 20165629, 8366990, 38351330, 355596637, 483879799, 357229416, 2378908, 16539048, 339800866, 265059948, 2989565, 1724598, 23920239, 59905809, 384298638, 7980111, 24738601, 295723, 208259, 37090048, 24314825, 9824766, 3066511, 437316738, 168598, 1577804, 777536, 402574397, 216025, 250111460, 339233162, 7487399, 808171, 7349, 174501086, 19642758, 8047632, 39847479, 883968, 295711424, 10558098, 94281836, 398510, 39915398, 280793434, 946974, 3760773, 2929048, 2522486, 617285, 2, 314791153, 22770727, 122879, 10462362]"
130,130,53456,53456,Warma,女,6,True,bilibili 知名UP主,1,"{'动画': 27, '生活': 42, '美食': 3, '音乐': 33, '游戏': 73}",1081,2204113,"[101229184, 106685726, 1848018, 29440965, 3046429, 37390043, 642389251, 11336264, 410964, 2728123, 507521207, 9008159, 1473830, 37961599, 26240675, 5294454, 14804670, 145149047, 21562856, 730732, 3353026, 42561463, 1918296, 6534506, 517327498, 2689967, 2403047, 6075139, 290526283, 284120, 357229416, 197098, 37663924, 375375]"
131,131,216156027,216156027,小高姐的魔法调料,女,6,True,bilibili 知名美食UP主,1,{'美食': 219},13,2201214,"[405054588, 37090048, 258150656, 20165629, 22121599, 10330740, 7584632, 15773384]"
132,132,43389575,43389575,凤凰天使TSKS韩剧社官方账号,保密,6,False,,1,"{'时尚': 30, '生活': 18, '娱乐': 7167}",1,2197115,[37090048]
133,133,36081646,36081646,洛天依,女,6,True,洛天依官方账号,1,"{'生活': 1, '资讯': 1, '音乐': 44, '游戏': 1, '娱乐': 1}",17,2191412,"[3379951, 316381099, 14082]"
134,134,279991456,279991456,靠谱电竞,保密,6,True,bilibili 2019百大UP主、知名游戏UP主,1,{'游戏': 232},84,2213589,"[50329220, 42619059, 1770706, 946974, 3379951, 299609985, 777536, 295723, 402574397, 284120, 2206456, 178778949, 383578614, 17819768, 388063772, 102984190, 20990353, 11253297, 3380239, 16539048, 617285, 4474705, 16794231, 37090048, 35836017, 63231, 893053, 97177641, 62540916, 123938419, 2733216, 2403047, 40966108, 125526, 927587, 466272, 50329118, 25623387, 374377, 235630215, 3682229, 1565155]"
135,135,390079112,390079112,一条小团团OvO,女,6,True,一条小团团OvO官方账号， 游戏类视频自媒体,0,"{'鬼畜': 2, '生活': 26, '影视': 1, '音乐': 11, '游戏': 183}",27,2161916,"[19577966, 20165629, 306895558, 33683045, 3345720, 562197, 9824766, 13354765, 280793434, 168598, 2403047, 178778949, 122879, 546195, 437316738, 289887832, 37090048, 235555226]"
136,136,42619059,42619059,Uzi,保密,6,False,RNG电子竞技俱乐部ADC队员,0,{'游戏': 33},6,2154160,"[257851644, 235555226, 37090048]"
