,mid,name,sex,level,has_fans_badge,title,has_live_room,zone
908383,908383,撸大师-木源,男,6,True,bilibili 知名搞笑UP主,1,"{'动画': 4, '生活': 44, '知识': 3, '游戏': 3}"
7956629,7956629,大胖和软软,女,6,True,bilibili 知名美食UP主,1,"{'时尚': 7, '生活': 29, '纪录片': 2, '美食': 659, '知识': 1, '游戏': 4}"
235630215,235630215,国电武术馆馆长,保密,6,True,bilibili 知名UP主,1,"{'生活': 1, '知识': 2, '游戏': 109}"
15834498,15834498,拂菻坊,保密,6,True,bilibili 知名UP主,1,"{'生活': 422, '纪录片': 2, '影视': 2, '数码': 1, '美食': 32, '知识': 1, '游戏': 33}"
11616487,11616487,绝不早到小吱吱,女,6,True,bilibili 知名UP主、直播签约主播,1,"{'时尚': 1, '生活': 72, '美食': 23, '音乐': 1, '游戏': 10}"
8034163,8034163,浅澄月,保密,6,True,bilibili 2019百大UP主、知名UP主、直播签约主播,1,"{'动画': 1, '鬼畜': 160, '时尚': 1, '生活': 9, '音乐': 1, '知识': 2, '游戏': 11, '娱乐': 1}"
314690088,314690088,PS教程免费学,保密,5,True,,0,"{'生活': 3, '知识': 417}"
374377,374377,泪腺战士,保密,6,True,,1,"{'生活': 2, '游戏': 98}"
36825256,36825256,槐安遗梦,男,6,True,bilibili 直播签约主播,1,"{'生活': 1, '游戏': 91}"
5055,5055,小缘,女,6,True,bilibili 2018百大UP主、 知名唱见 ,1,"{'动画': 2, '舞蹈': 1, '生活': 6, '音乐': 241}"
28822227,28822227,橙心资讯,保密,6,True,bilibili直播签约主播,1,"{'动画': 1122, '番剧': 1, '生活': 7, '国创': 155, '音乐': 2, '游戏': 3}"
152389373,152389373,NBzhuoc大,男,6,True,bilibili 知名游戏UP主,1,"{'动画': 2, '鬼畜': 1, '生活': 126, '美食': 12, '游戏': 158}"
34646754,34646754,沉默寡言白河愁,男,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'动画': 1, '生活': 3, '音乐': 2, '游戏': 671}"
8188433,8188433,TED君学演讲,保密,6,True,bilibili 知名科普UP主,1,"{'影视': 6, '知识': 769, '娱乐': 2}"
250648682,250648682,红豆稀饭中,保密,6,True,bilibili 知名鬼畜UP主,1,"{'鬼畜': 173, '生活': 2, '影视': 1, '音乐': 4, '知识': 1}"
389088,389088,KB呆又呆,男,6,True,bilibili 知名UP主、直播签约主播,1,"{'动画': 1, '舞蹈': 1, '时尚': 1, '生活': 42, '美食': 2, '音乐': 1, '游戏': 247}"
26253404,26253404,小豆蔻儿,女,6,True,bilibili 知名UP主,1,"{'舞蹈': 2, '时尚': 169, '生活': 144, '美食': 3, '音乐': 3, '游戏': 2}"
386165680,386165680,奥地利的小胡,男,6,True,bilibili 知名美食UP主,1,"{'生活': 22, '美食': 163}"
472129071,472129071,长得像美食博主的女人,女,6,True,bilibili 知名美食UP主,1,"{'生活': 3, '美食': 309}"
203708804,203708804,肌肉山山,保密,6,True,bilibili 知名UP主,1,"{'生活': 250, '影视': 1, '美食': 7, '娱乐': 1}"
39922227,39922227,付曦冉,保密,6,True,bilibili 知名时尚UP主,1,"{'时尚': 243, '生活': 37, '美食': 2, '游戏': 1}"
419738808,419738808,疯狂小杨哥,保密,6,False,疯狂小杨哥官方账号，搞笑UP主,0,{'生活': 40}
46708782,46708782,鲁大能,男,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'生活': 6, '数码': 1, '游戏': 292}"
406745134,406745134,阿银哦哦,保密,6,True,bilibili 知名搞笑UP主,1,"{'舞蹈': 1, '生活': 141, '影视': 1, '美食': 1, '游戏': 16, '娱乐': 1}"
5870268,5870268,三代鹿人,男,6,True,bilibili 知名影视UP主,1,"{'生活': 29, '国创': 2, '影视': 28, '音乐': 1, '知识': 5, '游戏': 1, '娱乐': 3}"
34858100,34858100,瞎看什么,保密,6,False,bilibili 知名UP主,1,"{'生活': 6, '影视': 35}"
11264229,11264229,萝王2号,保密,6,True,bilibili 知名科普UP主,1,"{'鬼畜': 1, '生活': 119, '影视': 1, '知识': 216}"
11997177,11997177,三木刃,男,6,True,bilibili 知名UP主,1,"{'鬼畜': 86, '生活': 1, '影视': 1}"
32606879,32606879,果子哥哥工作室,保密,6,True,bilibili 知名搞笑UP主,1,"{'动画': 9, '舞蹈': 2, '生活': 316, '影视': 6, '音乐': 3, '游戏': 1, '娱乐': 1}"
27756469,27756469,奶糕成精档案社,保密,6,True,bilibili 知名萌宠UP主,0,{'生活': 15}
25150941,25150941,极速拍档,保密,6,True,bilibili 知名汽车UP主,1,"{'生活': 443, '美食': 1, '音乐': 1}"
16351122,16351122,比比比目鱼,保密,6,True,bilibili 知名UP主、直播签约主播,1,"{'生活': 185, '音乐': 1, '知识': 1, '游戏': 1}"
7596516,7596516,酒客小丑,男,6,True,bilibili 2018百大UP主、知名UP主,1,"{'动画': 173, '国创': 3, '美食': 1, '知识': 1, '游戏': 17}"
719238,719238,谷谷永不咕咕,保密,6,True,bilibili 知名UP主,1,"{'动画': 40, '生活': 6, '游戏': 38}"
82385070,82385070,郝给力,保密,6,True,,1,"{'时尚': 96, '生活': 101, '美食': 4, '知识': 4}"
367877,367877,笔吧评测室,男,6,True,bilibili 知名科技UP主,1,{'数码': 164}
598464467,598464467,苏星河牛通,保密,6,True,bilibili 知名科技UP主,1,"{'数码': 15, '音乐': 1, '知识': 1}"
174070934,174070934,无敌皮皮鸟,男,6,True,bilibili 知名游戏UP主,1,{'游戏': 487}
501183549,501183549,知日酱,保密,6,True,bilibili 新星UP主,1,"{'动画': 1, '生活': 84, '知识': 1, '游戏': 2}"
430926487,430926487,达达达布溜-,女,6,True,bilibili 新星UP主,1,"{'时尚': 50, '生活': 47, '美食': 8, '音乐': 1, '娱乐': 1}"
41273726,41273726,一之濑asuka,男,6,True,《非正式会谈》常驻嘉宾,1,"{'舞蹈': 6, '时尚': 66, '生活': 118, '美食': 17, '音乐': 29, '知识': 6, '游戏': 7, '娱乐': 1}"
14082,14082,山新,女,6,True,配音演员、声优。洛天依声源提供者。,1,"{'动画': 3, '生活': 7, '国创': 3, '纪录片': 1, '数码': 1, '音乐': 14, '游戏': 1}"
6857104,6857104,张逗张花,男,6,True,bilibili 知名UP主，张逗张花官方账号,1,"{'舞蹈': 2, '生活': 221, '美食': 6}"
3433092,3433092,狂阿弥_,男,6,True,bilibili 知名影视UP主,1,"{'生活': 25, '影视': 102, '数码': 1, '娱乐': 1}"
605544858,605544858,矮油王老六,保密,6,True,bilibili 知名UP主,1,{'生活': 16}
335390960,335390960,德云社TV,保密,6,True,bilibili 知名UP主,1,{'生活': 272}
1724598,1724598,森纳映画,男,6,True,bilibili 知名游戏UP主,1,"{'知识': 6, '游戏': 191}"
290548469,290548469,冲浪普拉斯,保密,6,True,bilibili 知名科普UP主,1,"{'动画': 1, '知识': 50}"
3116281,3116281,钢铁直男必老板,保密,6,True,bilibili 知名搞笑UP主,1,"{'生活': 54, '影视': 1, '知识': 1, '游戏': 16}"
56065480,56065480,大连老湿王博文,男,6,True,bilibili 知名搞笑UP主,1,"{'动画': 1, '生活': 168}"
24314825,24314825,猫店,男,6,True,bilibili 2019百大UP主、知名UP主,1,"{'鬼畜': 92, '生活': 2}"
3670216,3670216,TF家族,保密,6,True,偶像艺人培养团体TF家族，TFBOYS是其旗下推出的首支三人偶像团体,1,"{'电视剧': 12, '舞蹈': 66, '生活': 1, '影视': 5, '音乐': 40, '娱乐': 673}"
8784855,8784855,--圈圈--,保密,6,True,bilibili 知名游戏UP主,1,"{'动画': 2, '生活': 28, '数码': 4, '电影': 1, '音乐': 2, '游戏': 207}"
378034,378034,楽小漫,女,6,True,bilibili 知名UP主,1,"{'舞蹈': 157, '生活': 8, '影视': 1, '音乐': 2}"
471723540,471723540,一块电鹿板,保密,6,True,bilibili 知名动漫UP主、直播签约主播,1,"{'动画': 61, '生活': 19, '国创': 1, '美食': 1, '音乐': 8, '知识': 2, '游戏': 29}"
1526101,1526101,泡芙喵-PuFF,女,6,True,bilibili 知名舞蹈UP主,1,"{'动画': 2, '舞蹈': 57, '生活': 37, '音乐': 1, '游戏': 2, '娱乐': 2}"
487511093,487511093,YouTube精选字幕组,保密,6,False,bilibili 知名UP主,0,"{'动画': 32, '舞蹈': 1, '时尚': 23, '生活': 696, '纪录片': 26, '影视': 107, '数码': 15, '美食': 285, '音乐': 39, '知识': 259, '游戏': 8, '娱乐': 125}"
4128618,4128618,大大大灯泡,男,6,True,bilibili 知名动漫UP主,1,"{'动画': 81, '鬼畜': 2, '生活': 1, '国创': 2, '资讯': 1, '游戏': 6}"
1531707,1531707,叔贵,男,6,True,bilibili 知名运动UP主,1,{'时尚': 49}
244144308,244144308,大司马工作室,保密,6,True,bilibili 知名游戏UP主,1,"{'鬼畜': 1, '生活': 54, '音乐': 12, '游戏': 1378}"
493570956,493570956,欧阳春晓Aurora,保密,6,True,时尚领域优质UP主,1,"{'舞蹈': 3, '时尚': 63, '生活': 8}"
14946689,14946689,涼子同学,女,6,True,bilibili 知名UP主,1,"{'时尚': 21, '生活': 23, '美食': 2, '音乐': 2, '游戏': 2, '娱乐': 1}"
140458333,140458333,狙击手麦克,保密,6,True,bilibili 知名游戏UP主,1,"{'生活': 5, '影视': 60, '数码': 26, '知识': 2, '游戏': 660, '娱乐': 4}"
7458285,7458285,爱否科技FView,男,6,True,bilibili 知名科技UP主,1,"{'生活': 23, '影视': 2, '数码': 290, '知识': 3, '游戏': 3}"
50063223,50063223,备胎说车,保密,6,True,bilibili 知名汽车UP主,1,"{'生活': 1566, '音乐': 1, '知识': 4, '娱乐': 1}"
483162496,483162496,英语兔,保密,6,True,bilibili 知名UP主,0,"{'动画': 2, '知识': 143}"
872507,872507,SCP基金会中国,保密,6,True,专栏优质UP主,1,"{'动画': 1, '影视': 2, '游戏': 2}"
326081112,326081112,夹性芝士,保密,6,True,bilibili 知名科普UP主,1,"{'舞蹈': 1, '时尚': 3, '生活': 18, '知识': 106}"
383444910,383444910,尤超白,女,6,True,bilibili 知名UP主,1,"{'动画': 1, '生活': 15, '音乐': 29, '游戏': 3}"
748709,748709,Chimera君,男,6,True,,1,"{'动画': 1, '舞蹈': 4, '音乐': 7, '游戏': 67}"
15262818,15262818,史图馆,保密,6,True,bilibili 知名科普UP主,1,"{'生活': 1, '资讯': 4, '音乐': 17, '知识': 371, '游戏': 9}"
452161580,452161580,金灿荣频道,男,6,False,著名国际问题专家金灿荣,1,"{'生活': 2, '资讯': 128, '知识': 78, '娱乐': 1}"
3331521,3331521,帅你一脸毛蛋,女,6,True,bilibili 2018百大UP主,1,"{'时尚': 405, '生活': 13, '美食': 4}"
102999485,102999485,华为终端,保密,6,True,华为终端 官方账号,1,"{'动画': 8, '舞蹈': 2, '时尚': 1, '生活': 62, '纪录片': 3, '影视': 21, '数码': 343, '音乐': 5, '知识': 15, '游戏': 1, '娱乐': 8}"
256763,256763,穿胖次的狐狸,保密,6,True,bilibili 知名游戏UP主,1,"{'生活': 5, '游戏': 778}"
22770727,22770727,豪言の经理,保密,6,True,bilibili 知名鬼畜UP主,1,{'鬼畜': 30}
403748305,403748305,BML制作指挥部,保密,6,False,Bilibili Macro Link官方账号,1,"{'动画': 5, '舞蹈': 24, '生活': 74, '音乐': 138, '游戏': 1, '娱乐': 4}"
434378423,434378423,闫帅奇,男,6,True,bilibili 知名运动UP主,1,"{'时尚': 99, '生活': 3, '美食': 1, '知识': 2}"
429251,429251,大宝剑联盟,女,6,True,bilibili 知名UP主,1,"{'动画': 59, '鬼畜': 22, '舞蹈': 27, '番剧': 5, '时尚': 339, '生活': 4333, '国创': 2, '纪录片': 4, '影视': 86, '数码': 27, '美食': 2414, '音乐': 111, '知识': 316, '游戏': 165, '娱乐': 815}"
271442527,271442527,CD_PROJEKT_RED,保密,6,True,"CD PROJEKT RED官方视频帐号, 《巫师》系列游戏出品商",1,"{'生活': 1, '音乐': 10, '游戏': 163}"
1381545,1381545,伦桑爱唱歌,男,6,True,bilibili 知名音乐UP主,1,"{'生活': 2, '资讯': 1, '音乐': 205}"
38294246,38294246,抖抖村,保密,6,True,bilibili 知名UP主,1,"{'动画': 12, '生活': 97, '国创': 7, '数码': 2, '知识': 1, '游戏': 1}"
6272357,6272357,o小庄o,男,6,True,bilibili 知名UP主,1,"{'时尚': 179, '生活': 2, '影视': 1}"
474390659,474390659,AlanWalker官方频道,保密,6,False,DJ、音乐制作人AlanWalker,0,{'音乐': 31}
17075276,17075276,妮可蹦蹦,女,6,False,bilibili 知名时尚UP主,1,"{'时尚': 115, '生活': 4, '美食': 2}"
251850212,251850212,考研英语刘晓艳,保密,6,True,晓艳考研官方账号,1,"{'生活': 1, '知识': 45}"
30625977,30625977,KatAndSid,保密,6,True,bilibili 知名UP主,1,"{'生活': 336, '美食': 7, '游戏': 5}"
85835398,85835398,夏波波Brian,保密,6,True,bilibili 知名美食UP主,1,"{'生活': 36, '美食': 145, '知识': 1}"
382193067,382193067,巫托邦,保密,6,True,,1,"{'生活': 27, '美食': 82, '知识': 4}"
6875363,6875363,不是的的是のの,女,6,True,bilibili 知名游戏UP主,1,"{'舞蹈': 2, '生活': 6, '音乐': 1, '游戏': 47}"
384298638,384298638,浙江共青团,保密,6,True,浙江共青团官方账号,1,"{'动画': 1, '鬼畜': 1, '舞蹈': 1, '生活': 38, '国创': 4, '纪录片': 16, '影视': 11, '资讯': 919, '美食': 2, '音乐': 31, '知识': 41, '游戏': 2, '娱乐': 2}"
677063300,677063300,T1-Faker,保密,6,False,英雄联盟职业选手,0,"{'生活': 4, '游戏': 25}"
34044873,34044873,草莓味鸡胸肉,女,6,False,bilibili 知名运动UP主,1,"{'时尚': 154, '生活': 681, '娱乐': 1}"
480366389,480366389,溫暖的冷风,男,6,False,bilibili 知名UP主,1,"{'生活': 130, '美食': 2}"
4029133,4029133,邵艾伦Alan,男,6,True,bilibili 知名搞笑UP主,1,"{'时尚': 14, '生活': 137, '美食': 4, '音乐': 2, '游戏': 18}"
350632501,350632501,在下小苏,保密,6,True,bilibili 知名Vlog UP主,1,"{'时尚': 6, '生活': 136, '影视': 1, '数码': 1, '美食': 2, '知识': 24}"
19738891,19738891,一米八的坤儿,男,6,True,bilibili直播签约主播,1,"{'生活': 2, '游戏': 208}"
89847338,89847338,Pony_朴惠敏,保密,6,False,美妆达人Pony_朴慧敏,1,"{'时尚': 218, '生活': 16, '影视': 1, '美食': 3, '音乐': 1, '娱乐': 9}"
403943112,403943112,这知识好冷,男,6,True,bilibili 知名科普UP主,1,"{'生活': 4, '知识': 183}"
1770706,1770706,瞬间爆炸型LowSing,男,6,True,bilibili 2018百大UP主、知名UP主,1,"{'鬼畜': 231, '生活': 5, '影视': 1, '游戏': 3}"
514019783,514019783,武当陈师行,保密,6,True,武当陈师行官方账号,1,"{'舞蹈': 1, '时尚': 1, '生活': 183}"
2460656,2460656,银临,女,6,True,bilibili 知名音乐UP主,1,"{'生活': 7, '资讯': 1, '音乐': 49, '知识': 1}"
320818292,320818292,窝头是个暴脾气,保密,6,True,bilibili 知名UP主，Vlog领域优质UP主,0,"{'生活': 7, '美食': 138, '音乐': 1}"
6229277,6229277,Rainie田,女,6,True,bilibili 知名UP主,1,"{'时尚': 236, '生活': 38, '美食': 4, '音乐': 6}"
85318798,85318798,李玉刚,男,6,True,中国歌剧舞剧院国家一级演员 李玉刚,1,"{'鬼畜': 1, '时尚': 2, '生活': 1, '音乐': 38, '娱乐': 7}"
3562949,3562949,生活就是画画画,保密,6,True,bilibili 知名UP主,1,"{'动画': 2, '鬼畜': 1, '生活': 1888, '数码': 1, '知识': 2, '游戏': 1}"
15385187,15385187,兔总裁s,女,6,True,bilibili 知名舞蹈UP主,1,"{'舞蹈': 90, '生活': 3, '音乐': 2}"
518876755,518876755,Steam官方特惠,保密,6,True,,1,{'游戏': 286}
243681035,243681035,wuli小周,男,6,True,bilibili 知名游戏UP主,1,"{'动画': 2, '生活': 5, '美食': 1, '游戏': 366}"
42561463,42561463,浑元Rysn,保密,6,True,bilibili 知名音乐UP主,1,"{'动画': 1, '音乐': 120}"
5374954,5374954,深海色带鱼,男,6,True,bilibili 知名UP主,1,"{'鬼畜': 97, '舞蹈': 2, '生活': 34, '影视': 2, '资讯': 1, '音乐': 5, '游戏': 5}"
479893558,479893558,郎朗,保密,6,False,联合国和平大使，国际著名钢琴家,1,"{'音乐': 42, '娱乐': 19}"
15634833,15634833,鲤鱼Ace,男,6,True,bilibili 知名游戏UP主,1,"{'生活': 36, '美食': 5, '游戏': 619}"
339233162,339233162,X调查,保密,6,True,bilibili 知名科普UP主,0,{'知识': 80}
510856133,510856133,吟游诗人基德,保密,6,False,bilibili 知名UP主,0,{'知识': 56}
2435767,2435767,四月是我的生日,男,6,True,bilibili 知名科普UP主,1,{'知识': 50}
107486042,107486042,花二Strange,女,6,True,bilibili 知名美食UP主,1,"{'生活': 29, '美食': 161, '游戏': 1}"
11229785,11229785,浣熊君,男,6,True,主播浣熊君,1,"{'鬼畜': 2, '生活': 16, '音乐': 8, '游戏': 2143}"
860464,860464,少年五之歌,保密,6,True,bilibili 知名游戏UP主,1,"{'时尚': 5, '生活': 11, '美食': 1, '知识': 1, '游戏': 849}"
310702549,310702549,演员管云鹏,保密,6,True,演员管云鹏 ,1,"{'舞蹈': 1, '生活': 16, '国创': 2, '娱乐': 8}"
10957838,10957838,葉子先生酱,女,6,True,bilibili 知名UP主,1,"{'生活': 3, '音乐': 3, '知识': 47, '游戏': 1}"
43645887,43645887,我是EyeOpener,保密,6,True,bilibili 知名UP主,1,"{'动画': 11, '时尚': 1, '生活': 318, '影视': 13, '数码': 1, '美食': 1, '知识': 609, '游戏': 3, '娱乐': 6}"
32660634,32660634,bilibili星访问,保密,6,False,哔哩哔哩星访问官方账号,1,"{'动画': 1, '生活': 2, '国创': 1, '影视': 123, '音乐': 10, '知识': 7, '游戏': 4, '娱乐': 16}"
50621949,50621949,OldBa1,男,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'动画': 1, '舞蹈': 2, '生活': 59, '音乐': 1, '游戏': 723}"
33523307,33523307,栗子没有小蛮腰啦,保密,6,True,bilibili 知名时尚UP主,1,"{'时尚': 35, '生活': 2}"
287795639,287795639,短的发布会,保密,6,True,bilibili 知名科技UP主,1,"{'时尚': 1, '生活': 6, '影视': 1, '数码': 189}"
8864484,8864484,面粉社长,男,6,True,bilibili 知名搞笑UP主,1,"{'动画': 331, '生活': 5, '游戏': 1}"
2378908,2378908,漠☆漠,女,6,True,bilibili 知名UP主,1,"{'舞蹈': 76, '时尚': 4, '生活': 74, '美食': 1, '音乐': 8, '游戏': 9, '娱乐': 1}"
2,2,碧诗,男,6,True,bilibili创始人（站长）,1,"{'动画': 8, '鬼畜': 1, '生活': 6, '影视': 1, '音乐': 7, '游戏': 12}"
103416759,103416759,马克Sparrow,保密,6,True,bilibili 知名游戏UP主,1,"{'生活': 1, '游戏': 178}"
258844831,258844831,CCTV_国家宝藏,保密,6,True,中央广播电视总台央视《国家宝藏》节目,1,"{'舞蹈': 2, '生活': 58, '纪录片': 102, '影视': 4, '资讯': 24, '美食': 1, '音乐': 4, '知识': 19, '娱乐': 137}"
526559715,526559715,陈平眉山论剑,男,6,False,《眉山论剑》栏目主讲人,0,"{'生活': 1, '资讯': 21, '知识': 59}"
38682977,38682977,三寻食堂,保密,6,True,bilibili 知名美食UP主,1,"{'生活': 2, '美食': 141}"
34149649,34149649,oh_emma,女,6,False,bilibili 知名时尚UP主,1,"{'时尚': 230, '生活': 78, '美食': 3}"
375504219,375504219,湊-阿库娅Official,女,6,True,bilibili直播签约主播、日本虚拟UP主,1,"{'动画': 218, '音乐': 43, '游戏': 220}"
258457966,258457966,卧龙寺,保密,6,False,,1,"{'动画': 142, '鬼畜': 8, '舞蹈': 40, '番剧': 20, '时尚': 101, '生活': 20905, '国创': 2, '纪录片': 145, '影视': 3230, '数码': 44, '美食': 380, '音乐': 1767, '知识': 1527, '游戏': 140, '娱乐': 931}"
25422790,25422790,红色激情,保密,6,True,bilibili 知名鬼畜UP主,1,"{'动画': 1, '鬼畜': 92, '生活': 2, '音乐': 4, '知识': 7, '游戏': 7}"
55775966,55775966,音阙诗听,保密,6,True,bilibili 2019年度联合创作奖UP主、知名音乐UP主,1,"{'舞蹈': 1, '生活': 2, '音乐': 112}"
651039864,651039864,暴躁的仙人JUMP,保密,6,False,bilibili 知名UP主,0,{'知识': 31}
3760773,3760773,大果粒粒V,男,6,True,bilibili 知名UP主,1,"{'动画': 3, '鬼畜': 4, '生活': 607, '影视': 3, '音乐': 10, '游戏': 224, '娱乐': 1}"
4548018,4548018,丧妹有点跳,女,6,True,bilibili 知名UP主,1,"{'时尚': 5, '生活': 71, '美食': 1, '音乐': 9}"
20166755,20166755,左手plus,女,6,False,bilibili 知名科技UP主,1,"{'生活': 1, '数码': 127, '知识': 197}"
236711132,236711132,大师的菜,保密,6,True,bilibili 知名美食UP主,1,"{'生活': 4, '美食': 352}"
1774758,1774758,青衣才不是御姐呢,保密,6,True,bilibili 知名UP主、直播签约主播,1,"{'时尚': 6, '生活': 37, '数码': 1, '美食': 10, '音乐': 31, '知识': 1, '游戏': 2}"
52190805,52190805,麟宣森,男,6,True,bilibili 知名美食UP主,1,"{'生活': 2, '美食': 66}"
399918500,399918500,初音未来_Crypton,女,6,True,日本虚拟歌手，初音未来官方账号,1,"{'动画': 1, '舞蹈': 1, '生活': 7, '音乐': 92, '游戏': 1, '娱乐': 1}"
677865752,677865752,芜湖大司马,保密,6,True,英雄联盟主播芜湖大司马丶,0,"{'鬼畜': 1, '生活': 3, '美食': 1, '游戏': 10}"
1543732,1543732,南云鸟羽,保密,6,True,bilibili 知名游戏UP主,1,{'游戏': 44}
10303206,10303206,环球时报,保密,6,True,环球时报官方账号,1,"{'鬼畜': 1, '舞蹈': 2, '时尚': 33, '生活': 453, '影视': 13, '数码': 14, '资讯': 2555, '美食': 89, '音乐': 2, '知识': 748, '游戏': 3, '娱乐': 17}"
25782796,25782796,深夜徐老师,女,6,True,bilibili 知名时尚UP主,1,"{'时尚': 145, '生活': 37, '美食': 11, '音乐': 1, '娱乐': 12}"
14333871,14333871,吐嚎影院,保密,6,True,bilibili 知名影视UP主,1,"{'动画': 4, '鬼畜': 3, '生活': 1, '国创': 1, '影视': 211, '游戏': 18}"
351477766,351477766,是当归哦,女,6,True,bilibili 知名Vlog UP主,1,"{'时尚': 4, '生活': 84, '美食': 62, '知识': 1}"
395936853,395936853,了不起的八万二饼,保密,6,True,bilibili 知名美食UP主,1,"{'生活': 84, '美食': 176, '游戏': 1}"
352637817,352637817,品诺美食开课啦,保密,6,True,bilibili 知名美食UP主,1,{'美食': 240}
51766,51766,茶几君梦二,男,6,True,bilibili 2018百大UP主、知名UP主,1,"{'鬼畜': 134, '生活': 3}"
246370149,246370149,33不是山山,男,6,True,bilibili 知名游戏UP主,1,"{'生活': 1, '影视': 1, '游戏': 44}"
145149047,145149047,小饭中年事件簿,保密,6,True,bilibili 知名UP主,1,"{'动画': 58, '生活': 3, '影视': 8, '知识': 6, '游戏': 2}"
227933,227933,坂本叔,男,6,True,bilibili直播签约主播,1,"{'鬼畜': 1, '生活': 13, '影视': 4, '美食': 2, '游戏': 591}"
286631646,286631646,带篮子官方-,男,6,True,,1,"{'时尚': 6, '生活': 43, '影视': 4, '数码': 1, '音乐': 5}"
298213453,298213453,二门_,女,6,True,,0,"{'时尚': 35, '生活': 2}"
38067617,38067617,纪录片我去看世界,保密,6,True,bilibili 知名旅行UP主,1,"{'时尚': 17, '生活': 1718, '纪录片': 351, '美食': 75, '知识': 2}"
26424461,26424461,小天不是受QAQ,保密,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'鬼畜': 10, '舞蹈': 2, '生活': 35, '美食': 7, '音乐': 4, '游戏': 213}"
315898473,315898473,星悦小美女PKU,保密,6,True,bilibili 知名Vlog UP主,1,"{'时尚': 1, '生活': 51, '美食': 6, '游戏': 1, '娱乐': 2}"
449825072,449825072,高冷小姜,男,6,True,bilibili 知名UP主,1,"{'舞蹈': 1, '生活': 72, '美食': 3, '知识': 3}"
382986457,382986457,结巴老爹,男,6,True,bilibili 知名美食UP主,1,"{'生活': 60, '纪录片': 1, '美食': 332}"
2192108,2192108,王思妇丶,男,6,True,bilibili 知名UP主,1,"{'动画': 4, '鬼畜': 138, '生活': 26, '美食': 1, '游戏': 52}"
22121599,22121599,纪录片之家字幕组,保密,6,True,bilibili 知名UP主,1,"{'时尚': 1, '生活': 4, '纪录片': 436, '知识': 757}"
1848018,1848018,Ksr桑,男,6,True,bilibili 知名UP主,1,"{'动画': 5, '舞蹈': 1, '时尚': 3, '生活': 138, '影视': 1, '美食': 2, '音乐': 9, '知识': 4, '游戏': 218}"
231048690,231048690,papi家的大小咪,保密,6,True,bilibili 知名萌宠UP主,1,{'生活': 333}
1939319,1939319,科学超电磁炮F,男,6,True,bilibili 知名UP主,1,"{'动画': 251, '鬼畜': 2, '生活': 4, '国创': 7, '影视': 1, '音乐': 8, '游戏': 1}"
39247212,39247212,酷酷的滕,保密,6,False,,1,"{'动画': 1, '生活': 149, '游戏': 2}"
267685040,267685040,不齐舞团,保密,6,False,bilibili 知名舞蹈UP主,1,"{'舞蹈': 198, '生活': 4}"
431047137,431047137,奇异小北,男,6,True,bilibili 知名美食UP主,1,"{'生活': 4, '美食': 101}"
5632230,5632230,罗小黑战记,保密,6,False,罗小黑工作室,1,"{'国创': 43, '影视': 1, '音乐': 2}"
332432527,332432527,彭酱酱LINYA,保密,6,True,bilibili 知名UP主、直播签约主播,1,"{'生活': 116, '美食': 9, '知识': 2}"
19584552,19584552,小C6,男,6,True,bilibili 知名游戏UP主,1,{'游戏': 101}
327750329,327750329,程十安an,女,6,True,,1,"{'动画': 1, '时尚': 99, '生活': 4}"
1447574,1447574,洛少爷,男,6,True,bilibili 知名音乐UP主,1,"{'动画': 2, '生活': 8, '音乐': 165, '游戏': 13}"
385474,385474,彼望黑,保密,6,True,bilibili 知名游戏UP主,1,"{'动画': 8, '生活': 5, '知识': 3, '游戏': 408, '娱乐': 1}"
25623387,25623387,任性的KIMKILLS,女,6,True,bilibili 知名UP主,1,"{'动画': 2, '舞蹈': 2, '时尚': 21, '生活': 1341, '纪录片': 1, '影视': 9, '美食': 5, '音乐': 21, '知识': 1, '游戏': 6, '娱乐': 3}"
2284412,2284412,万合天宜,保密,6,False,万合天宜官方账号,1,"{'电视剧': 65, '鬼畜': 1, '生活': 57, '影视': 181, '音乐': 4, '游戏': 3, '娱乐': 90}"
55723103,55723103,辣目洋子,女,6,False,bilibili 知名搞笑UP主,1,"{'时尚': 3, '生活': 138, '影视': 1, '美食': 2, '娱乐': 2}"
49246269,49246269,大象放映室,女,6,True,bilibili 知名影视UP主,1,"{'生活': 4, '国创': 1, '影视': 110, '知识': 6}"
383578614,383578614,超Carry的柴西,保密,6,True,bilibili 知名游戏UP主,1,"{'生活': 26, '数码': 1, '美食': 4, '知识': 1, '游戏': 8}"
521444,521444,西四炸弹,保密,6,True,bilibili 2018百大UP主、知名舞蹈UP主,1,"{'舞蹈': 203, '生活': 10, '美食': 1, '音乐': 2, '游戏': 2, '娱乐': 1}"
332704117,332704117,白上吹雪Official,女,6,True,bilibili 知名UP主、直播签约主播,1,"{'动画': 22, '音乐': 4, '游戏': 4}"
486633990,486633990,我是江无情,保密,6,True,bilibili 知名科普UP主,1,"{'动画': 1, '生活': 7, '纪录片': 3, '知识': 80}"
11491546,11491546,猫耳FM,女,6,False,猫耳FM官方账号,1,"{'动画': 1, '番剧': 9, '生活': 35, '国创': 516, '影视': 1, '音乐': 19, '娱乐': 1}"
512574759,512574759,公孙田浩,保密,6,False,bilibili 知名科普UP主,1,{'知识': 13}
