,mid,name,sex,level,has_fans_badge,title,has_live_room,zone
32365949,32365949,聚印象视频,男,6,True,bilibili 2018百大UP主、知名游戏UP主,1,"{'鬼畜': 4, '生活': 6, '影视': 1, '美食': 4, '游戏': 1545}"
10345615,10345615,Kevin英语情报局,保密,6,True,bilibili 2019百大UP主、知名UP主,1,"{'生活': 194, '美食': 1, '音乐': 5}"
24801003,24801003,口语老炮儿马思瑞,保密,6,True,bilibili 知名UP主,1,"{'生活': 164, '影视': 2, '美食': 9, '知识': 7}"
44688866,44688866,姜峰真的苟,男,6,True,bilibili 知名UP主，《我是特优声》声音演员,1,"{'生活': 43, '音乐': 4, '知识': 10, '游戏': 10, '娱乐': 2}"
1893045,1893045,狂风桑,男,6,True,bilibili 2019百大UP主、知名UP主,1,"{'动画': 25, '鬼畜': 2, '舞蹈': 1, '生活': 70, '国创': 1, '音乐': 82, '游戏': 6}"
2103351,2103351,双笙子,女,6,True,歌手 双笙,1,{'音乐': 98}
532741557,532741557,戴建业老师,保密,6,True,bilibili 知名UP主、直播签约主播，华中师范大学教授,1,"{'生活': 1, '纪录片': 1, '美食': 3, '知识': 59}"
1918296,1918296,丰兄来了,男,6,True,bilibili 2019百大UP主、知名UP主,1,"{'动画': 56, '生活': 12, '影视': 25, '美食': 1, '游戏': 64, '娱乐': 2}"
129240403,129240403,燃茶哥哥在此,保密,6,True,bilibili 知名游戏UP主,1,"{'鬼畜': 1, '生活': 7, '影视': 1, '游戏': 455}"
2884629,2884629,oeasy,保密,6,True,bilibili 知名科普UP主,1,"{'鬼畜': 3, '舞蹈': 1, '生活': 9, '数码': 1, '知识': 98, '游戏': 11}"
684169,684169,茶理理理子,女,6,True,bilibili 2018百大UP主、知名UP主,1,"{'生活': 2, '音乐': 57}"
11278782,11278782,王咩阿,保密,6,True,bilibili 2018百大UP主、 知名UP主,1,"{'生活': 32, '美食': 85, '游戏': 2}"
97177641,97177641,混乱博物馆,保密,6,True,bilibili 知名科普UP主,1,"{'生活': 1, '知识': 315}"
37946996,37946996,守护茶茶,保密,6,True,bilibili 2019百大UP主、知名UP主,1,"{'动画': 1, '生活': 3, '游戏': 130}"
388699948,388699948,欧阳娜娜Nana,保密,6,False,音乐人、演员、青年大提琴演奏家,1,"{'生活': 5, '美食': 1, '音乐': 35, '娱乐': 125}"
43222001,43222001,卡特亚,保密,6,True,bilibili 知名游戏UP主,1,"{'生活': 1, '游戏': 867}"
316381099,316381099,鹿乃ちゃん,女,6,True,歌手鹿乃，洛天依日语版声源提供者之一,1,"{'动画': 44, '美食': 1, '音乐': 62, '游戏': 9}"
378885845,378885845,不正经老丝,保密,6,True,bilibili 知名动漫UP主,1,"{'动画': 9, '生活': 21, '国创': 44, '音乐': 2, '知识': 120, '游戏': 2}"
21330948,21330948,隔壁班的喵会长,保密,6,True,bilibili 知名UP主、直播签约主播,1,"{'动画': 7, '舞蹈': 1, '时尚': 3, '生活': 31, '美食': 1, '音乐': 20, '知识': 1, '游戏': 35}"
11684516,11684516,拉草莓的西瓜JUN,男,6,True,bilibili 2018百大UP主、知名UP主,1,"{'生活': 1, '音乐': 106}"
2897191,2897191,阿漫啊阿漫,男,6,True,bilibili 知名搞笑UP主,1,"{'生活': 167, '影视': 2, '游戏': 11}"
14804670,14804670,无穷小亮的科普日常,保密,6,False,科普作家张辰亮,0,"{'生活': 6, '影视': 1, '美食': 1, '知识': 121}"
16307541,16307541,Vivekatt,女,6,True,bilibili 2018百大UP主、 知名UP主,1,"{'时尚': 164, '生活': 24, '美食': 9}"
16206007,16206007,vivi可爱多,保密,6,True,bilibili 知名时尚UP主,1,"{'舞蹈': 1, '时尚': 89, '生活': 92, '数码': 1, '美食': 2, '音乐': 1, '知识': 2}"
1858682,1858682,是你们的康康,保密,6,True,bilibili 知名UP主,1,"{'舞蹈': 1, '时尚': 4, '生活': 91, '数码': 1, '美食': 6, '音乐': 2, '知识': 28, '娱乐': 2}"
16853896,16853896,kei和marin,保密,6,True,bilibili 2019百大UP主、知名UP主,1,"{'时尚': 2, '生活': 145, '美食': 27, '知识': 14, '游戏': 1, '娱乐': 1}"
369750017,369750017,韩小四April,女,6,True,bilibili 知名时尚UP主,1,"{'时尚': 55, '生活': 1}"
1467772,1467772,封茗囧菌,女,6,True,bilibili 知名音乐UP主,1,"{'动画': 1, '生活': 2, '音乐': 250, '游戏': 5}"
1958342,1958342,水无月菌,男,6,True,bilibili 知名游戏UP主,1,"{'动画': 3, '生活': 4, '游戏': 171}"
23604445,23604445,上海滩许Van强,女,6,True,bilibili 知名游戏UP主,1,"{'鬼畜': 25, '知识': 1, '游戏': 76}"
591856754,591856754,卢正义的雕刻时光,男,6,True,bilibili 知名UP主,1,"{'生活': 45, '资讯': 1, '游戏': 1}"
287003199,287003199,唯一音乐小魔王,男,6,True,bilibili 知名音乐UP主,1,{'音乐': 100}
1740850,1740850,满汉全席音乐团队,男,6,True,,1,"{'生活': 2, '音乐': 111, '游戏': 1, '娱乐': 1}"
483879799,483879799,猛男舞团IconX,保密,6,False,ICONX舞团成员,0,"{'动画': 1, '舞蹈': 49, '生活': 2, '音乐': 3}"
515015078,515015078,贝尔-格里尔斯,男,6,True,英国探险家、主持人贝尔,1,"{'时尚': 2, '生活': 2, '知识': 3, '娱乐': 20}"
596324576,596324576,音乐制作人Kurt,保密,6,True,音乐制作人KurtHugoS,1,"{'生活': 1, '音乐': 64, '游戏': 1}"
3379951,3379951,ilem,男,6,True,bilibili 2019百大UP主,1,"{'鬼畜': 3, '生活': 2, '音乐': 62, '知识': 3, '游戏': 2}"
211005705,211005705,网易第五人格手游,保密,6,True,第五人格 官方账号,1,"{'动画': 2, '舞蹈': 1, '游戏': 801}"
642389251,642389251,黑神话之悟空,保密,6,False,黑神话之悟空官方账号,0,{'游戏': 1}
168064909,168064909,李佳琦Austin,保密,6,False,bilibili 知名UP主、李佳琦官方账号,1,"{'动画': 1, '时尚': 33, '生活': 47, '纪录片': 10, '美食': 2, '音乐': 2, '娱乐': 6}"
2728123,2728123,抽风Crazy,男,6,True,bilibili 2018百大UP主、 知名游戏UP主,1,"{'动画': 1, '时尚': 1, '生活': 67, '数码': 3, '美食': 17, '音乐': 4, '知识': 9, '游戏': 1196}"
6171645,6171645,OELoop,男,6,True,bilibili 2019百大UP主、知名UP主,1,"{'鬼畜': 127, '时尚': 1, '生活': 5, '影视': 1, '音乐': 9, '游戏': 1}"
648113003,648113003,沈逸老师,保密,6,False,复旦大学教授，《逸语道破》主讲人,0,"{'生活': 1, '资讯': 16, '知识': 42}"
392836434,392836434,哔哩哔哩王者荣耀赛事,保密,6,True,哔哩哔哩王者荣耀赛事官方帐号,1,{'游戏': 833}
314791153,314791153,面筋哥-程书林,男,6,True,bilibili2018百大UP主、原创作词作曲歌手程书林，代表作《烤面筋》,1,"{'生活': 33, '音乐': 165}"
7875104,7875104,千户长生,男,6,True,bilibili 2018百大UP主、 知名UP主,1,"{'时尚': 261, '生活': 29, '美食': 4}"
1791101,1791101,鲁过一世,男,6,True,bilibili 知名动漫UP主,1,"{'动画': 61, '国创': 23, '游戏': 2}"
321422126,321422126,进击的金厂长,保密,6,True,bilibili 知名UP主,1,"{'动画': 188, '鬼畜': 1, '生活': 6}"
320491072,320491072,绯绯Feifei,保密,6,True,bilibili 知名音乐UP主,1,"{'舞蹈': 2, '时尚': 5, '生活': 6, '音乐': 232, '知识': 1, '游戏': 6}"
6075139,6075139,Animenzzz,男,6,True,bilibili 知名UP主,1,"{'生活': 3, '音乐': 131}"
419220,419220,神奇陆夫人,男,6,True,bilibili 直播签约主播、 知名UP主,1,"{'动画': 2, '舞蹈': 1, '生活': 48, '数码': 1, '音乐': 4, '知识': 3, '游戏': 1301}"
3066511,3066511,特效小哥studio,保密,6,True,bilibili 知名UP主,1,"{'动画': 30, '舞蹈': 2, '生活': 102, '影视': 8, '数码': 10, '知识': 11, '游戏': 14}"
14781644,14781644,老烟斗官方,保密,6,True,bilibili 知名UP主,1,"{'动画': 2, '生活': 71, '影视': 72, '知识': 209, '游戏': 1}"
233114659,233114659,碧蓝航线,女,6,False,碧蓝航线官方账号,1,"{'音乐': 2, '游戏': 42}"
13934589,13934589,嗨氏丶,男,6,True,知名游戏主播嗨氏,1,"{'动画': 1, '生活': 63, '数码': 6, '美食': 56, '音乐': 2, '游戏': 4052, '娱乐': 1}"
396848107,396848107,不愧是姐姐大人,女,6,True,bilibili 知名UP主,0,"{'动画': 2, '生活': 74, '游戏': 1}"
37961599,37961599,小缸和阿灿,男,6,True,bilibili 知名美食UP主,1,"{'生活': 64, '数码': 1, '美食': 59, '知识': 1, '游戏': 2}"
14254182,14254182,黑椒墨鱼,男,6,True,bilibili 2019百大UP主、知名UP主,1,"{'动画': 19, '生活': 14, '影视': 9, '数码': 3, '知识': 10, '游戏': 204}"
284424,284424,小熊绅士,男,6,True,bilibili 2018百大UP主、知名UP主,1,"{'动画': 7, '生活': 359, '知识': 41}"
35789774,35789774,轩子老师,女,6,True,bilibili 知名UP主,1,"{'动画': 6, '时尚': 4, '生活': 161, '纪录片': 1, '影视': 1, '美食': 29, '音乐': 2, '游戏': 10, '娱乐': 9}"
338927049,338927049,燕子堡BBQ学徒Ray,男,6,True,bilibili 知名美食UP主,1,"{'生活': 8, '美食': 95, '知识': 1}"
22141287,22141287,波桑吃遍世界,保密,6,True,bilibili 2019百大UP主、知名美食UP主,1,"{'生活': 102, '美食': 53, '知识': 1, '娱乐': 1}"
471792754,471792754,趣测酱,保密,6,True,bilibili 知名UP主,0,"{'生活': 125, '国创': 1, '影视': 2, '游戏': 1}"
164139557,164139557,活蹦乱跳的肥曈,保密,6,True,bilibili 2018百大UP主,1,"{'时尚': 33, '生活': 72, '美食': 2, '音乐': 6, '知识': 1}"
5581898,5581898,飞碟说,男,6,True,飞碟说官方账号,1,"{'舞蹈': 1, '时尚': 3, '生活': 693, '影视': 2, '数码': 4, '美食': 23, '音乐': 7, '知识': 476, '游戏': 3, '娱乐': 1}"
222103174,222103174,小央视频,保密,6,True,央视网官方账号,1,"{'动画': 1, '舞蹈': 2, '时尚': 4, '生活': 566, '国创': 2, '纪录片': 2396, '影视': 19, '数码': 6, '资讯': 8583, '美食': 8, '音乐': 16, '知识': 1248, '游戏': 11, '娱乐': 62}"
216025,216025,尕丶天堂,男,6,True,bilibili 2019百大UP主、知名UP主,1,"{'动画': 278, '鬼畜': 1, '生活': 6, '国创': 9, '影视': 2, '资讯': 1, '音乐': 5, '知识': 1, '游戏': 134}"
268104,268104,吴织亚切大忽悠,保密,6,True,,1,"{'生活': 12, '游戏': 108}"
25910292,25910292,钟文泽,男,6,True,bilibili 知名科技UP主,1,"{'时尚': 1, '生活': 9, '数码': 491, '美食': 15, '知识': 2, '游戏': 2}"
25807917,25807917,阿福Thomas,保密,6,True,bilibili 知名UP主,1,"{'生活': 309, '美食': 34, '音乐': 2, '知识': 2}"
338748561,338748561,喵喵折App,保密,6,False,喵喵折App官方账号,1,"{'时尚': 16, '生活': 4, '数码': 61, '美食': 7}"
394609671,394609671,终极小腾,保密,6,True,bilibili 知名UP主,0,"{'生活': 42, '纪录片': 1, '知识': 1}"
19286458,19286458,陈翔六点半,保密,6,True,bilibili 知名UP主,1,"{'生活': 753, '影视': 393}"
49494871,49494871,冒险雷探长,保密,6,True,bilibili 知名旅行UP主,1,"{'生活': 242, '纪录片': 426, '影视': 4, '美食': 2, '音乐': 1, '知识': 444}"
7450650,7450650,超果果mc,男,6,True,bilibili 知名游戏UP主、直播签约主播,1,{'游戏': 155}
66391032,66391032,帅soserious,男,6,True,bilibili 知名运动UP主,1,"{'时尚': 106, '美食': 1}"
10874201,10874201,盒子酸奶,男,6,True,bilibili 知名游戏UP主,1,"{'音乐': 1, '游戏': 77}"
257975429,257975429,十音Shiyin,女,6,True,bilibili 2019百大UP主、知名UP主,1,"{'舞蹈': 2, '时尚': 83, '生活': 38, '影视': 1, '数码': 2, '美食': 5, '音乐': 1, '知识': 4, '游戏': 4, '娱乐': 3}"
37291782,37291782,某布君,男,6,True,bilibili 知名搞笑UP主,1,"{'动画': 5, '舞蹈': 2, '生活': 74, '知识': 1, '游戏': 15, '娱乐': 1}"
357229416,357229416,打泥泥,保密,6,True,bilibili 新星UP主,0,"{'生活': 8, '影视': 1, '游戏': 37}"
452309333,452309333,丸子叨叨叨,男,6,True,bilibili 2019年度新人奖UP主、知名UP主,1,"{'动画': 133, '生活': 1, '国创': 1, '影视': 121}"
1754707,1754707,柴犬老丸子,保密,6,True,bilibili 知名UP主,1,"{'生活': 19, '数码': 1, '美食': 200}"
407045223,407045223,二次元的中科院物理所,保密,6,True,中国科学院物理研究所官方账号,1,"{'鬼畜': 1, '舞蹈': 4, '生活': 3, '纪录片': 1, '数码': 1, '资讯': 4, '美食': 1, '音乐': 12, '知识': 467, '娱乐': 1}"
519872016,519872016,历史调研室,保密,6,True,bilibili 知名科普UP主,0,{'知识': 21}
21778636,21778636,中国日报,保密,6,True,中国日报官方账号,1,"{'动画': 2, '舞蹈': 2, '时尚': 1, '生活': 256, '纪录片': 28, '影视': 5, '数码': 4, '资讯': 3945, '美食': 13, '音乐': 3, '知识': 224, '游戏': 1, '娱乐': 2}"
488836173,488836173,yoyo鹿鸣_Lumi,保密,6,False,bilibili 知名虚拟UP主,0,{'动画': 16}
216623621,216623621,吃货明3,保密,6,True,bilibili 2019百大UP主、知名美食UP主,1,"{'生活': 17, '美食': 811, '知识': 1}"
185546,185546,小可儿,男,6,True,bilibili 2019百大UP主、 知名UP主,1,"{'鬼畜': 1, '生活': 5, '数码': 1, '音乐': 23, '知识': 2, '游戏': 2}"
587618113,587618113,姚姚不是P30,保密,6,True,bilibili 知名搞笑UP主,1,{'生活': 73}
394067394,394067394,NathanRich火锅大王,男,6,True,bilibili 知名UP主,0,"{'生活': 68, '纪录片': 5, '资讯': 3, '知识': 8, '娱乐': 1}"
23920239,23920239,小米公司,保密,6,True,小米公司 官方账号,1,"{'动画': 12, '鬼畜': 16, '舞蹈': 4, '生活': 141, '国创': 2, '纪录片': 4, '影视': 4, '数码': 120, '美食': 5, '音乐': 12, '知识': 43, '游戏': 9, '娱乐': 18}"
732364,732364,腾讯动漫,女,6,True,腾讯动漫官方账号,1,"{'动画': 209, '电视剧': 76, '鬼畜': 1, '舞蹈': 17, '番剧': 127, '生活': 34, '国创': 1546, '影视': 19, '音乐': 69, '知识': 3, '游戏': 14, '娱乐': 7}"
36882906,36882906,PDD在B站,保密,6,True,,1,"{'动画': 1, '鬼畜': 1, '生活': 61, '数码': 3, '美食': 3, '游戏': 1121}"
390371228,390371228,知心者联盟,保密,6,True,bilibili 知名科普UP主,1,"{'生活': 156, '美食': 1, '知识': 36}"
35304890,35304890,吃鸡陪玩酱,保密,6,True,bilibili 知名游戏UP主,1,"{'鬼畜': 1, '游戏': 630}"
129259501,129259501,极客匠,保密,6,True,bilibili 知名科技UP主,1,"{'动画': 6, '生活': 8, '知识': 46}"
415479453,415479453,主厨农国栋,男,6,True,bilibili 知名美食UP主,1,"{'生活': 8, '美食': 577, '音乐': 1}"
75547577,75547577,心灵侦探明柏辰,男,6,True,bilibili 知名UP主,1,"{'动画': 8, '生活': 55, '国创': 1, '影视': 1, '音乐': 30, '知识': 19, '游戏': 7, '娱乐': 3}"
3334179,3334179,我的样子平平无奇,保密,6,True,bilibili 2018百大UP主、知名美食UP主,1,"{'生活': 3, '美食': 124, '游戏': 1}"
30973654,30973654,网易阴阳师手游,保密,6,True,网易阴阳师手游官方,1,"{'动画': 2, '舞蹈': 1, '音乐': 2, '游戏': 233}"
1837617,1837617,薄海纸鱼,男,6,True,bilibili 知名游戏UP主,1,"{'生活': 4, '游戏': 747}"
66607740,66607740,宋浩老师官方,保密,6,True,bilibili 知名科技UP主，山东财经大学数学老师,1,"{'生活': 7, '数码': 1, '知识': 19}"
22344481,22344481,一花啦啦啦,女,6,True,bilibili 2018百大UP主、知名UP主,1,"{'时尚': 151, '生活': 19, '美食': 4, '知识': 1}"
4578433,4578433,老骚豆腐,男,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'动画': 1, '舞蹈': 1, '时尚': 1, '生活': 43, '美食': 4, '游戏': 232}"
1951038,1951038,哦漏QAQ,保密,6,True,bilibili 2018百大UP主、知名UP主,1,"{'音乐': 202, '知识': 1, '游戏': 5}"
31624111,31624111,鲲哥带你学数学,男,6,False,bilibili 知名UP主,1,"{'生活': 2, '知识': 41}"
1473830,1473830,AIChannel官方,保密,6,True,bilibili 直播签约主播，KizunaAI绊爱官方账号,1,"{'动画': 759, '舞蹈': 1, '生活': 4, '音乐': 71, '游戏': 703}"
6534506,6534506,笑cry的小仙爷,保密,6,True,bilibili 知名UP主,1,"{'时尚': 105, '生活': 12, '美食': 3, '娱乐': 1}"
402574397,402574397,孙笑川258,保密,6,True,bilibili 知名搞笑UP主,0,"{'动画': 1, '舞蹈': 1, '时尚': 1, '生活': 54, '影视': 2, '美食': 7, '音乐': 5, '游戏': 7}"
269319344,269319344,光影笔墨,保密,6,True,bilibili 知名动漫UP主,1,"{'动画': 200, '影视': 34}"
178029850,178029850,杜海皇,男,6,True,bilibili 知名UP主,1,"{'生活': 20, '美食': 3, '游戏': 8}"
95515699,95515699,粤知一二,保密,6,True,bilibili 知名UP主，粤知一二官方账号,1,"{'动画': 1, '舞蹈': 4, '生活': 1307, '国创': 1, '影视': 16, '数码': 1, '美食': 12, '音乐': 2, '游戏': 65, '娱乐': 74}"
227107602,227107602,张喜喜-,女,6,True,bilibili 知名美食UP主,1,"{'时尚': 13, '生活': 3, '美食': 250}"
19750237,19750237,美食台,女,6,True,上海一条网络科技有限公司,1,"{'生活': 10, '纪录片': 1, '影视': 3, '美食': 1656, '娱乐': 1}"
476704454,476704454,小文哥吃吃吃,保密,6,True,bilibili 知名美食UP主,1,"{'生活': 5, '美食': 239}"
40966108,40966108,倒悬的橘子,男,6,True,bilibili 2019百大UP主、知名UP主,1,"{'鬼畜': 178, '舞蹈': 1, '生活': 5, '音乐': 14, '游戏': 1}"
1654470,1654470,席拉瑞丝,保密,6,True,bilibili 新星UP主、直播签约主播,1,"{'动画': 2, '生活': 120, '知识': 1, '游戏': 33}"
211700578,211700578,光遇手游,保密,5,False,《光·遇》手游官方账号,1,"{'生活': 1, '音乐': 1, '游戏': 27}"
330383888,330383888,广东共青团,保密,6,True,广东共青团官方账号,1,"{'动画': 3, '鬼畜': 13, '舞蹈': 1, '生活': 171, '国创': 1, '纪录片': 8, '影视': 13, '资讯': 1282, '美食': 8, '音乐': 79, '知识': 133, '游戏': 4, '娱乐': 6}"
52165725,52165725,王骁Albert,男,6,True,bilibili 知名UP主,1,"{'时尚': 8, '生活': 16, '音乐': 2, '知识': 9}"
8491103,8491103,轩墨宝宝,保密,6,True,bilibili 知名UP主,1,"{'时尚': 3, '生活': 45, '数码': 1, '美食': 1, '游戏': 2, '娱乐': 1}"
92568184,92568184,福乐小哥,男,6,True,bilibili2019年度原创栏目奖UP主 、知名UP主,1,"{'舞蹈': 2, '时尚': 4, '生活': 138, '影视': 1, '数码': 20, '美食': 7, '音乐': 7, '知识': 22, '游戏': 1, '娱乐': 1}"
590490400,590490400,克里米亚野生动物园,保密,6,True,克里米亚野生动物园官方账号，萌宠UP主,0,{'生活': 357}
5293668,5293668,齐天大肾余潇洒,男,6,True,bilibili 2019百大UP主、知名UP主,1,"{'动画': 4, '生活': 5, '国创': 57, '影视': 2, '音乐': 4, '知识': 17, '游戏': 2, '娱乐': 2}"
535019206,535019206,人类行为图鉴V,保密,6,False,bilibili 知名UP主,0,"{'生活': 82, '游戏': 2}"
1871001,1871001,棉花大哥哥,保密,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'舞蹈': 1, '生活': 41, '影视': 1, '数码': 2, '美食': 10, '音乐': 2, '游戏': 1129}"
138832847,138832847,哇哇哇妹,保密,6,True,bilibili 知名娱乐UP主,1,"{'舞蹈': 1, '生活': 4, '国创': 3, '影视': 130, '音乐': 1, '娱乐': 83}"
10040906,10040906,四季萌芽,男,6,True,bilibili 知名动漫UP主,1,"{'动画': 89, '数码': 1}"
328303954,328303954,澤野弘之_nZk,保密,6,False,泽野弘之官方账号,1,"{'数码': 1, '音乐': 32}"
59905809,59905809,哦呼w,男,6,True,bilibili 知名UP主,1,"{'动画': 3, '鬼畜': 89, '游戏': 1}"
306895558,306895558,不2不叫周淑怡,保密,6,False,英雄联盟官方解说周淑怡 ,1,"{'鬼畜': 1, '舞蹈': 2, '时尚': 1, '生活': 6, '游戏': 15}"
175861153,175861153,梨涡少女-mini,保密,6,True,bilibili 知名美食UP主,1,"{'时尚': 1, '生活': 3, '美食': 126}"
35643203,35643203,鬼叔怪谈,男,6,True,bilibili 知名UP主,1,"{'动画': 17, '生活': 49, '国创': 8, '影视': 5, '知识': 145, '游戏': 5}"
448039667,448039667,冷淡熊,保密,6,True,bilibili 知名搞笑UP主,0,"{'动画': 121, '生活': 14, '影视': 1, '游戏': 182, '娱乐': 1}"
270105105,270105105,赖皮猴爱美食,保密,6,True,bilibili 知名美食UP主,1,{'美食': 107}
3046429,3046429,祖娅纳惜,女,6,True,bilibili知名UP主,1,"{'舞蹈': 2, '生活': 2, '国创': 1, '资讯': 1, '音乐': 255, '游戏': 2}"
64925986,64925986,大佬甜er,保密,6,True,bilibili 知名UP主,1,"{'时尚': 203, '生活': 30, '美食': 3}"
26321770,26321770,和猫住の,男,6,True,bilibili 知名UP主,1,"{'舞蹈': 1, '生活': 172}"
1962633,1962633,吉原悠一_yui,女,6,True,bilibili 知名UP主、直播签约主播,1,"{'舞蹈': 22, '时尚': 10, '生活': 107, '资讯': 1, '美食': 11, '音乐': 4, '游戏': 7, '娱乐': 1}"
4537274,4537274,lana酱好纠结,女,6,True,bilibili 知名舞蹈UP主,1,"{'舞蹈': 4460, '生活': 9, '音乐': 3, '知识': 1, '娱乐': 39}"
177613639,177613639,无聊的开箱,保密,6,True,bilibili 知名科技UP主,1,"{'动画': 1, '时尚': 1, '生活': 59, '纪录片': 1, '数码': 252, '美食': 2, '知识': 9}"
12444306,12444306,pandapia,保密,6,True,pandapia官方账号,1,"{'鬼畜': 1, '舞蹈': 1, '生活': 1542, '美食': 1, '音乐': 1}"
405054588,405054588,TED精选演讲,保密,6,True,bilibili 知名UP主,1,{'知识': 242}
50426155,50426155,王大境泽,保密,6,True,《变形计》王境泽,1,"{'生活': 14, '美食': 1, '游戏': 3, '娱乐': 2}"
39304265,39304265,韩国东东,保密,6,True,bilibili 知名UP主,1,"{'时尚': 23, '生活': 102, '国创': 1, '影视': 40, '美食': 48, '音乐': 9, '娱乐': 69}"
32708543,32708543,大家的音乐姬,保密,6,False,音乐区官方账号,1,"{'舞蹈': 1, '番剧': 2, '生活': 2, '纪录片': 1, '音乐': 540, '知识': 1, '娱乐': 23}"
58852835,58852835,牛叔万岁万岁万万岁,男,6,True,bilibili 知名影视UP主,1,"{'动画': 5, '舞蹈': 1, '生活': 5, '影视': 591, '知识': 3}"
632887,632887,伢伢gagako,女,6,True,bilibili 知名舞蹈UP主,1,"{'舞蹈': 91, '生活': 23, '音乐': 4, '游戏': 4, '娱乐': 2}"
646730844,646730844,雷军,保密,6,True,小米集团创始人 董事长兼CEO,1,"{'生活': 2, '数码': 1, '知识': 4}"
893053,893053,夏一可,女,6,False,bilibili 知名UP主,1,"{'生活': 6, '影视': 2, '音乐': 14, '游戏': 316}"
18706318,18706318,龙女之声,男,6,True,bilibili 知名科普UP主,1,"{'生活': 4, '知识': 95}"
481393564,481393564,钉钉DingTalk,保密,6,True,钉钉官方账号,1,"{'动画': 20, '鬼畜': 7, '生活': 22, '影视': 1, '音乐': 20, '知识': 14}"
1691347,1691347,大橙橙橙子,女,6,True,bilibili 知名游戏UP主,1,"{'生活': 9, '美食': 1, '游戏': 1150}"
235555226,235555226,哔哩哔哩UP主执事,保密,6,False,哔哩哔哩UP主运营官方账号,1,"{'鬼畜': 5, '舞蹈': 1, '生活': 55, '纪录片': 1, '影视': 5, '数码': 2, '音乐': 12, '知识': 32, '游戏': 3, '娱乐': 37}"
4543111,4543111,一条视频,保密,6,False,bilibili 知名UP主,1,"{'动画': 2, '舞蹈': 3, '时尚': 22, '生活': 1161, '国创': 2, '纪录片': 69, '影视': 99, '数码': 17, '美食': 19, '音乐': 13, '知识': 138, '游戏': 3, '娱乐': 47}"
14402657,14402657,松浦文哉-SPWZ社長-,男,6,True,bilibili 知名UP主,1,"{'时尚': 1, '生活': 234, '美食': 9, '知识': 1}"
88461692,88461692,3Blue1Brown,保密,6,True,bilibili 知名UP，3Blue1Brown官方账号,1,"{'生活': 1, '知识': 97}"
627888730,627888730,星有野,保密,6,False,bilibili 知名动漫UP主,0,{'动画': 14}
641975239,641975239,刘谦,保密,6,False,刘谦官方账号,0,{'娱乐': 21}
486287787,486287787,IC实验室,保密,6,True,bilibili 知名UP主,1,"{'时尚': 2, '生活': 1, '美食': 3, '知识': 102, '游戏': 1}"
641591444,641591444,阿巳与小铃铛,保密,6,True,bilibili 知名动漫UP主,0,{'国创': 43}
397076059,397076059,白醋少女,女,6,True,bilibili 知名UP主,1,"{'时尚': 5, '生活': 70, '影视': 1, '美食': 6}"
11253297,11253297,多多poi丶,女,6,True,bilibili 知名UP主、直播签约主播，配音演员、声优,1,"{'动画': 93, '鬼畜': 1, '生活': 5, '影视': 1, '音乐': 56, '游戏': 26}"
50660116,50660116,上班族的便当,保密,6,True,bilibili 知名美食UP主,1,{'美食': 991}
485092296,485092296,张三的传奇一生,保密,6,True,bilibili 知名科普UP主,1,{'知识': 61}
1318997,1318997,陈子豪丶EX,保密,6,True,bilibili 知名游戏UP主,1,"{'动画': 3, '生活': 21, '数码': 3, '音乐': 1, '游戏': 301}"
152015773,152015773,瘦不了猫,女,6,True,bilibili 2019年度新人奖UP主、知名UP主,1,"{'舞蹈': 4, '时尚': 74, '生活': 8, '美食': 2, '音乐': 1, '知识': 5, '娱乐': 3}"
18020792,18020792,易烫YCC,女,6,True,bilibili 知名时尚UP主,1,"{'时尚': 238, '生活': 27, '美食': 1, '知识': 1, '娱乐': 1}"
15960317,15960317,碰碰彭碰彭,保密,6,True,bilibili 知名音乐UP主,1,"{'生活': 2, '音乐': 112}"
28152637,28152637,张雪峰老师官方号,男,6,False,bilibili 知名UP主,1,"{'鬼畜': 1, '舞蹈': 1, '生活': 52, '资讯': 1, '知识': 161, '娱乐': 35}"
454755309,454755309,YouTube口语精选,保密,6,True,bilibili 知名UP主,1,"{'音乐': 1, '知识': 136}"
438880209,438880209,大胡子魏,保密,6,True,bilibili 知名搞笑UP主,1,"{'生活': 175, '影视': 1, '数码': 1, '美食': 15, '游戏': 4}"
20990353,20990353,游戏动力VGN,保密,6,True,bilibili 2018百大UP主,1,"{'鬼畜': 1, '知识': 1, '游戏': 1069}"
3040178,3040178,凌识啊,男,6,True,bilibili 知名游戏UP主,1,"{'生活': 41, '影视': 4, '美食': 5, '音乐': 11, '游戏': 94}"
2733216,2733216,中二少年晓凯,男,6,True,bilibili 2018百大UP主,1,"{'动画': 249, '生活': 5, '国创': 9, '影视': 1, '美食': 1, '游戏': 27}"
1950209,1950209,水一大魔王,保密,6,True,bilibili 2019百大UP主、知名游戏UP主,1,"{'生活': 3, '音乐': 1, '游戏': 398}"
453972,453972,阿狸才不是受,女,6,True,bilibili 知名科技UP主,1,"{'动画': 2, '生活': 1, '数码': 93, '知识': 3, '游戏': 1}"
19696996,19696996,小猪姐姐zzreal,女,6,False,bilibili 知名时尚UP主,1,"{'时尚': 209, '生活': 3}"
473519710,473519710,steam情报局,女,6,True,bilibili 新星UP主,0,{'游戏': 357}
